case_no,processing_center,case_status,received_date,decision_date,employer_name,employer_address_1,employer_address_2,employer_city,employer_state,employer_postal_code,alien_citizenship_country,employer_job_title,wage_offered_from,wage_offered_to,wage_per,prevailing_wage_job_title,pw_amount,pw_level,pw_soc_code,pw_soc_title,application_type
A-05201-15644,Atlanta Processing Center,Certified,8/25/2005 0:00:00,9/20/2005 9:47:37,NEW YORK CITY DEPARTMENT OF EDUCATION,65 COURT STREET ROOM 301,,BROOKLYN,NEW YORK,11201,INDIA,Mathematics Teacher,$39000.00,$60729.00,Year,"Secondary School Teacher, Except Special and Vocat",39000,Level I,25-2031.00,"Secondary School Teachers, Except Special and Voca",PERM
A-05201-15654,Atlanta Processing Center,Certified,7/27/2005 0:00:00,9/9/2005 15:38:26,"EAI, INC.",435 MERCER ST.,,JERSEY CITY,NEW JERSEY,07302,POLAND,Project Manager (Enviornmental Engineer),$46.21,,Hour,Project Mgr (Env Eng),46.21,Level II,11-9041.00,Engineering Managers,PERM
A-05201-15656,Atlanta Processing Center,Denied,8/31/2005 0:00:00,,TARA ASIA,199-D EAST MONTGOMERY AVE.,,ROCKVILLE,MARYLAND,20850,THAILAND,Host,$9.75,,Hour,Host,9.75,Level IV,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffe",PERM
A-05201-15657,Atlanta Processing Center,Certified,7/27/2005 0:00:00,8/1/2005 10:47:14,CYBER RESOURCE GROUP INC,208 NORTH CENTER DR,,NORTH BRUNSWICK,NEW JERSEY,08902,INDIA,Software Engineer,$94682.00,,Year,Computer Software Engineer Systems Software,94682,Level IV,15-1032.00,"Computer Software Engineers, Systems Software",PERM
A-05201-15661,Atlanta Processing Center,Certified,8/19/2005 0:00:00,9/20/2005 10:18:22,THE FOUNTAIN GROUP LLC,10012 NORTH DALE MABRY HWY,STE 211,TAMPA,FLORIDA,33618,INDIA,CIS Project Manager,$60000.00,,Year,Computer Security Specialists,56576,Level II,15-1071.01,Computer Security Specialists,PERM
A-05201-15662,Atlanta Processing Center,Certified,7/21/2005 0:00:00,8/18/2005 16:56:06,BETH AHM PRE-SCHOOL,60 TEMPLE DRIVE,,SPRINGFILED,NEW JERSEY,07081-1521,ISRAEL,Jewish Synagogue Pre-school Teacher,$10.86,,Hour,Pre-School Teacher,10.86,Level II,25-2011.00,"Preschool Teachers, Except Special Education",PERM
A-05201-15663,Atlanta Processing Center,Denied,7/20/2005 0:00:00,,"QUIK N DANDY, INC.","2530 ROCKBRIDGE ROAD,",,STONE MOUNTAIN,GEORGIA,30087,INDIA,Auditing Clerk,$30610.00,,Year,Auditing Clerk,29910,Level III,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",PERM
A-05201-15668,Atlanta Processing Center,Denied,7/20/2005 0:00:00,,VELIZ CONTRACTORS,5555 COLUMBIA PIKE,SUITE 101,ARLINGTON,VIRGINIA,22204,BOLIVIA,Stucco Masson,$14.42,,Hour,Plasterers and Stucco Masons,14.42,Level I,47-2161.00,Plasterers and Stucco Masons,PERM
A-05201-15670,Atlanta Processing Center,Certified,7/20/2005 0:00:00,8/11/2005 17:29:25,GLOBAL COMPUTING SERVICES CORP.,808 LORILLARD AVE.,,UNION BEACH,NEW JERSEY,07735,TAIWAN,Software Engineer,$34.21,,Hour,"Computer Software Engineers, Systems Software",34.21,Level II,15-1032.00,"Computer Software Engineers, Systems Software",PERM
A-05201-15674,Atlanta Processing Center,Denied,7/20/2005 0:00:00,,HOLIDAY INN EXPRESS,1100 EXPRESS LANE,,JESUP,GEORGIA,31546,INDIA,GENERAL MANAGER,$56000.00,,Year,GENERAL MANAGERS,55515,Level II,11-1021.00,General and Operations Managers,PERM
A-05201-15678,Atlanta Processing Center,Denied,9/20/2005 0:00:00,,"ANGSTROM MICROSYSTEMS,INC.",27 DRYDOCK AVENUE,,BOSTON,MASSACHUSETTS,02210,CHINA,Senior Hardware Engineer,$63086.00,,Year,Computer Harware Engineer,63086,Level I,17-2061.00,Computer Hardware Engineers,PERM
A-05201-15680,Atlanta Processing Center,Certified,7/20/2005 0:00:00,9/23/2005 7:53:43,"ROBERT E. MILHOUS, CPA, PA",121 EXECUTIVE CENTER DR,SUITE 206,COLUMBIA,SOUTH CAROLINA,29210,CHINA,Staff accountant,$36000.00,$45000.00,Year,Staff accountant,35610,Level II,13-2011.01,Accountants,PERM
A-05201-15683,Atlanta Processing Center,Certified,7/21/2005 0:00:00,8/25/2005 16:53:26,KIM'S CUSTOM CARE INC,5 VOSE AVENUE,,SOUTH ORANGE,NEW JERSEY,07079,SOUTH KOREA,Alteration Tailor,$12.47,,Hour,"Tailors, dressmakers, and custom sewers",12.47,Level III,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",PERM
A-05201-15692,Atlanta Processing Center,Certified,7/21/2005 0:00:00,9/12/2005 12:29:17,"IVORY DENTAL LAB, INC.",769 NORTHFIELD AVE.,SUITE 232,WEST ORANGE,NEW JERSEY,07052,SOUTH KOREA,Dental Ceramist,$20.00,$22.00,Hour,Dental Laboratory Technicians,19.57,Level III,51-9081.00,Dental Laboratory Technicians,PERM
A-05201-15698,Atlanta Processing Center,Certified,8/19/2005 0:00:00,9/21/2005 15:03:56,THE FOUNTAIN GROUP LLC,10012 NORTH DALE MABRY HWY,STE 211,TAMPA,FLORIDA,33618,INDIA,Software Engineer,$32.50,,Hour,"Computer Software Engineer, Systems Software",61298,Level II,15-1032.00,"Computer Software Engineers, Systems Software",PERM
A-05201-15703,Atlanta Processing Center,Denied,7/20/2005 0:00:00,,BENETEAU USA INC.,1313 WEST HIGHWAY 76,,MARION,SOUTH CAROLINA,29571,INDIA,Assistant Manager/Logistics,$42000.00,,Year,Industrial Engineer,41850,Level II,17-2112.00,Industrial Engineers,PERM
A-05201-15704,Atlanta Processing Center,Denied,8/11/2005 0:00:00,,AETNA LIFE INSURANCE COMPANY,"LAW & REGULATORY AFFAIRS, RW4A",151 FARMINGTON AVE.,HARTFORD,CONNECTICUT,06156,INDIA,Senior Application Developer,$68500.00,,Year,Programmer Analyst,57406,Level II,15-1051.00,Computer Systems Analysts,PERM
A-05201-15711,Atlanta Processing Center,Denied,7/20/2005 0:00:00,,"COMPUNNEL SOFTWARE GROUP, INC.",1000 ROUTE 9 NORTH,SUITE 102,WOODBRIDGE,NEW JERSEY,07095,INDIA,SYSTEMS ADMINISTRATOR,$34.42,,Hour,COMPUTER SECURITY SPECIALIST,34.42,Level III,15-1071.01,Computer Security Specialists,PERM
A-05201-15712,Atlanta Processing Center,Certified,8/10/2005 0:00:00,8/15/2005 10:50:52,"WACHOVIA CAPITAL MARKETS, LLC",301 SOUTH COLLEGE STREET,,CHARLOTTE,NORTH CAROLINA,28288,RUSSIA,Institutional Equity Derivatives OTC Sales Represe,$105000.00,,Year,"Securities, Commodities, and Financial Services Sa",104707,Level II,41-3031.00,"Securities, Commodities, and Financial Services Sa",PERM
A-05201-15715,Atlanta Processing Center,Certified,7/20/2005 0:00:00,9/9/2005 15:38:55,"RAPIDIGM, INC.",4400 CAMPBELLS RUN ROAD,,PITTSBURGH,PENNSYLVANIA,15205,INDIA,"Programmer Analyst - Computer Software Engineer, A",$52416.00,$100000.00,Year,"Computer Software Engineer, Applications",52416,Level II,15-1031.00,"Computer Software Engineers, Applications",PERM
A-05201-15726,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,"THE JOSEPH LITTLES-NGUZO CHARTER SCHOOL, INC.",5829 CORPORATE WAY,,WEST PALM BEACH,FLORIDA,33407,JAMAICA,Teachers Assistant,$12680.00,,Year,Teachers Assistant,12680,Level I,25-9041.00,Teacher Assistants,PERM
A-05201-15728,Atlanta Processing Center,Certified,8/11/2005 0:00:00,9/13/2005 11:01:17,DYNASTY CHINESE RESTAURANT CORP.,295 KINDERKAMACK ROAD,,HILLSDALE,NEW JERSEY,07652,MALAYSIA,Host/Hostess,$9.00,,Hour,"hosts and hostesses, restaurant, lounge, and",8.62,Level III,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffe",PERM
A-05201-15734,Atlanta Processing Center,Denied,8/10/2005 0:00:00,,"PROFESSIONAL BUSINESS BROKERS, INC.",3270 SUNTREE BOULEVARD,SUITE 101,MELBOURNE,FLORIDA,32940,NETHERLANDS,Secretary,$20000.00,,Year,Secretary,19635,Level II,43-6014.00,"Secretaries, Except Legal, Medical, and Executive",PERM
A-05201-15767,Atlanta Processing Center,Certified,7/21/2005 0:00:00,7/25/2005 9:12:12,AROMA INDIAN RESTAURANT,"1919, I STREET NW",,WASHINGTON,DISTRICT OF COLUMBIA,20006,INDIA,Assistant Restaurant Manager,$33467.00,,Year,Assistant Restaurant Manager,33467,Level IV,35-1012.00,First-Line Supervisors/Managers of Food Preparatio,PERM
A-05201-15777,Atlanta Processing Center,Denied,7/28/2005 0:00:00,,JAMES W. LOESCHER CONTRACTING,427 LIONS ROAD,,BASKING RIDGE,NEW JERSEY,07920,SLOVAKIA,Insulation Worker,$15.72,,Hour,Insulation Worker,15.72,Level III,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",PERM
A-05201-15778,Atlanta Processing Center,Certified,7/20/2005 0:00:00,9/9/2005 15:39:29,"SYSTEMATIC TECHNICAL SERVICES, INC.",13308 SCOTCH RUN COURT,,CENTREVILLE,VIRGINIA,20120,INDIA,Project Lead Business Analyst,$65000.00,$80000.00,Year,Project Lead Business Analyst,64880,Level II,15-1051.00,Computer Systems Analysts,PERM
A-05202-15780,Atlanta Processing Center,Certified,7/21/2005 0:00:00,8/25/2005 16:56:55,IMPERIAL MARBLE AND GRANITE,98 FOREST STREET,,JERSEY,NEW JERSEY,07304,ISRAEL,MANAGER,$22.59,$22.59,Hour,MANAGER,22.59,Level IV,41-1011.00,First-Line Supervisors/Managers of Retail Sales Wo,PERM
A-05202-15781,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,IMPERIAL MARBLE AND GRANITE,98 FOREST STREET,,JERSEY,NEW JERSEY,07304,ISRAEL,MARBLE SETTER,$26.83,$26.83,Hour,MARBLE SETTER,26.83,Level IV,47-2044.00,Tile and Marble Setters,PERM
A-05202-15782,Atlanta Processing Center,Denied,9/11/2005 0:00:00,,TITO STONEWORK,1041OCEAN AVE,,PORTLAND,MAINE,04103,HAITI,Stonemasons,$8.00,$10.00,Hour,owner,8,Level IV,47-2022.00,Stonemasons,PERM
A-05202-15783,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,PUNJAB PALACE RESTAURANT,1001 PACIFIC AVENUE,,ATLANTIC CITY,NEW JERSEY,08401,PAKISTAN,COOK,$15.26,$15.26,Hour,COOK,15.26,Level IV,35-2014.00,"Cooks, Restaurant",PERM
A-05202-15784,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,PUNJAB PALACE RESTAURANT,1001 PACIFIC AVENUE,,ATLANTIC CITY,NEW JERSEY,08401,PAKISTAN,COOK,$15.26,$15.26,Hour,COOK,15.26,Level IV,35-2014.00,"Cooks, Restaurant",PERM
A-05202-15789,Atlanta Processing Center,Certified,7/21/2005 0:00:00,9/28/2005 15:56:43,FUJI RESTAURANT INC.,3576 SPRINGHURST BLD,,LOUISVILLE,KENTUCKY,40241,SOUTH KOREA,Japanese Cook,$8.59,,Hour,"Cook, Restaurant",8.59,Level II,35-2014.00,"Cooks, Restaurant",PERM
A-05202-15791,Atlanta Processing Center,Certified,7/22/2005 0:00:00,7/28/2005 11:41:53,"THE KELSEY GROUP, INC.",600 EXECUTIVE DRIVE,,PRINCETON,NEW JERSEY,08540,CHINA,Statistician,$76000.00,,Year,Statistician,75483,Level III,15-2041.00,Statisticians,PERM
A-05202-15793,Atlanta Processing Center,Denied,9/27/2005 0:00:00,,RAFAEL VINOLY ARCHITECTS PC,50 VAN DAM STREET,,NEW YORK,NEW YORK,10013,ARGENTINA,Project Architect,$70502.00,,Year,"Architects, Except Landscape and Naval",70502,Level III,17-1011.00,"Architects, Except Landscape and Naval",PERM
A-05202-15796,Atlanta Processing Center,Certified,7/21/2005 0:00:00,9/30/2005 7:16:03,WEBILENT TECHNOLOGY INC.,"259 A MAIN ST, SUITE#5",,NASHUA,NEW HAMPSHIRE,03060,INDIA,Senior Mainframe Software Engineer,$42.71,,Hour,Computer Software Engineer-Applications,42.71,Level IV,15-1031.00,"Computer Software Engineers, Applications",PERM
A-05202-15797,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,DRYHOME ROOFING & SIDING INC.,45921 MARIES ROAD,SUITE 100,STERLING,VIRGINIA,20166,PERU,ROOFER,$15.67,,Hour,ROOFER,15.67,Level III,47-2181.00,Roofers,PERM
A-05202-15799,Atlanta Processing Center,Withdrawn,7/22/2005 0:00:00,,"FIDELITY NATIONAL INSURANCE SERVICES, INC.","10301 DEERWOOD PARK BLVD, SUITE 100",,JACKSONVILLE,FLORIDA,32256,SOUTH AFRICA,Actuary,$53123.00,,Year,Actuaries,53123,Level I,15-2011.00,Actuaries,PERM
A-05202-15813,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,"COMPUTER AID, INC.",1390 RIDGEVIEW DRIVE,,ALLENTOWN,PENNSYLVANIA,18104,INDIA,Sr. Programmer/ Analyst,$78960.00,,Year,Sr. Programmer/Analyst,52520,Level II,15-1051.00,Computer Systems Analysts,PERM
A-05202-15817,Atlanta Processing Center,Certified,7/25/2005 0:00:00,9/20/2005 10:41:46,ORTEC INTERNATIONAL.COM,3960 BROADWAY,2ND FLOOR,NEW YORK,NEW YORK,10032,SPAIN,Biomedical Process Engineer,$50000.00,,Year,Biomedical Engineer,47778,Level I,17-2031.00,Biomedical Engineers,PERM
A-05202-15818,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,"PATWARY ENTERPRISES, INC.","4891 ROOSEVELT HIGHWAY,",,COLLEGE PARK,GEORGIA,30349,BANGLADESH,AUDITING CLERK,$30160.00,,Year,AUDITING CLERK,29910,Level III,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",PERM
A-05202-15825,Atlanta Processing Center,Certified,7/28/2005 0:00:00,9/16/2005 16:24:28,CARITAS-ST. ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,,BOSTON,MASSACHUSETTS,02111,PAKISTAN,Staff Physician - Internal Medicine,$120000.00,,Year,"Internists, General",114837,Level II,29-1063.00,"Internists, General",PERM
A-05202-15828,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,BRAZILIAN EMPORIUM,827 NORTH AVENUE,,BRIDGEPORT,CONNECTICUT,06606,BRAZIL,Supervisor of food Preparation,$20.23,,Hour,Supervisor of food preparation,20.32,Level IV,35-1012.00,First-Line Supervisors/Managers of Food Preparatio,PERM
A-05202-15830,Atlanta Processing Center,Certified,7/21/2005 0:00:00,9/12/2005 13:34:19,TODO1 SERVICES INC.,7400 N.W. 19TH STREET SUITE C,,MIAMI,FLORIDA,33126,VENEZUELA,Financial Systems Analyst,$50461.00,$50461.00,Year,Computer Systems Analyst,50461,Level I,15-1051.00,Computer Systems Analysts,PERM
A-05202-15841,Atlanta Processing Center,Certified,7/27/2005 0:00:00,8/3/2005 10:12:31,"ANGE DELI,INC.",7918 5 AVE,,BROOKLYN,NEW YORK,11209,ALBANIA,Assistant Manager,$16.24,$16.24,Hour,Assistant Manager,16.24,Level II,41-1011.00,First-Line Supervisors/Managers of Retail Sales Wo,PERM
A-05202-15848,Atlanta Processing Center,Certified,8/29/2005 0:00:00,9/12/2005 13:09:05,DICK'S SPORTING GOODS,300 INDUSTRY DRIVE,RIDC PARK WEST,PITTSBURGH,PENNSYLVANIA,15275,INDIA,Senior Application Developer,$42598.00,$68250.00,Year,"Computer Software Engineers, Applications",42598,Level I,15-1031.00,"Computer Software Engineers, Applications",PERM
A-05202-15850,Atlanta Processing Center,Certified,7/29/2005 0:00:00,9/16/2005 7:35:16,ANTI-DEFAMATION LEAGUE,823 UNITED NATIONS PLAZA,,NEW YORK,NEW YORK,10017,CANADA,REGIONAL DIRECTOR,$89355.12,$89355.12,Year,REGIONAL DIRECTOR,24.33,Level II,11-9151.00,Social and Community Service Managers,PERM
A-05202-15851,Atlanta Processing Center,Certified,7/21/2005 0:00:00,8/9/2005 10:08:14,"SENCORP, INC.",400 KIDDS HILL ROAD,,HYANNIS,MASSACHUSETTS,02601,IRELAND,Accounts Coordinator II,$33000.00,,Year,Accountants,32802,Level I,13-2011.01,Accountants,PERM
A-05202-15853,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,"BLUE FROG SOLUTIONS, INC.",555 S. ANDREWS AVENUE,#202,POMPANO BEACH,FLORIDA,33069,CHINA,Software Engineer,$64000.00,,Year,Software Engineer,63086,Level I,15-1031.00,"Computer Software Engineers, Applications",PERM
A-05202-15858,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,PAMELA TOFT,24 HIDDEN MEADOW RD.,,WESTON,CONNECTICUT,06883,BRAZIL,"Cook, private household",$12.87,,Hour,Private Household Cook,12.87,Level IV,35-2013.00,"Cooks, Private Household",PERM
A-05202-15859,Atlanta Processing Center,Certified,7/21/2005 0:00:00,8/9/2005 15:47:09,"S.C. MYERS & ASSOCIATES, INC.","3615 WISCONSIN AVENUE, NW",,WASHINGTON,DISTRICT OF COLUMBIA,20016,INDIA,Architect,$63360.00,$63360.00,Year,Architect,41309,Level I,17-1011.00,"Architects, Except Landscape and Naval",PERM
A-05202-15861,Atlanta Processing Center,Certified,7/22/2005 0:00:00,7/28/2005 12:07:29,FORTELLIGENT,312 STUART STREET,,BOSTON,MASSACHUSETTS,02116,CHINA,Senior Analyst,$99400.00,,Year,"Software Engineers, Applications",99341,Level IV,15-1031.00,"Computer Software Engineers, Applications",PERM
A-05202-15862,Atlanta Processing Center,Denied,7/22/2005 0:00:00,,"DIVERSE LYNX, LLC",320 AMBOY AVENUE,2ND FLOOR,METUCHEN,NEW JERSEY,08840,INDIA,Programmer Analyst,$90000.00,,Year,Computer Software Engineer,45.32,Level IV,15-1032.00,"Computer Software Engineers, Systems Software",PERM
A-05202-15863,Atlanta Processing Center,Certified,7/25/2005 0:00:00,9/12/2005 13:34:53,CYBER RESOURCE GROUP INC,208 NORTH CENTER DR,,NORTH BRUNSWICK,NEW JERSEY,08902,INDIA,Software Engineer,$94682.00,,Year,"Computer Software Engineers, Systems Software",94682,Level IV,15-1032.00,"Computer Software Engineers, Systems Software",PERM
A-05202-15870,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,"CALL CENTER ASP, INC.","2212 WEXFORD DRIVE, SUITE B",,NORCROSS,GEORGIA,30071,INDIA,Senior Programmer Analyst,$77500.00,,Year,Programmer Analyst,77438,Level IV,15-1031.00,"Computer Software Engineers, Applications",PERM
A-05202-15871,Atlanta Processing Center,Certified,8/25/2005 0:00:00,9/8/2005 14:50:36,"ADJOINED CONSULTING, INC.","5301 BLUE LAGOON DRIVE,",SUITE 700,MIAMI,FLORIDA,33126,INDIA,Sr. Principal Consultant/Webmethods Developer,$100000.00,,Year,"Computer Software Engineers, Applications",80579,Level IV,15-1031.00,"Computer Software Engineers, Applications",PERM
A-05202-15872,Atlanta Processing Center,Certified,8/30/2005 0:00:00,9/12/2005 13:06:19,THE JACKSON LABORATORY,610 MAIN STREET,,BAR HARBOR,MAINE,04609-1500,CANADA,"Associate General Manager, Product Development, Ma",$165000.00,,Year,General & Operations Manager,71302,Level IV,11-1021.00,General and Operations Managers,PERM
A-05202-15878,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,MAINE INTERNATIONAL BUSINESS ASSOCIATES INC.,480 CONGRESS STREET - 1ST FLOOR,,PORTLAND,MAINE,04101,PAKISTAN,Paralegal,$18.00,,Hour,Paralegal and Legal Assistant,16.72,Level III,23-2099.99,"Legal Support Workers, All Other",PERM
A-05202-15886,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,ASSET MANAGEMENT SPECIALIST INC.,2021 HARTEL STREET,,LEVITTOWN,PENNSYLVANIA,19057,RUSSIA,Carpenter,$17.31,$17.31,Hour,Carpenter,17.31,Level II,47-2031.00,Carpenters,PERM
A-05202-15887,Atlanta Processing Center,Withdrawn,7/21/2005 0:00:00,,GOSPEL RESCUE MINISTRIES,"810 5TH STREET, N.W.",,WASHINGTON,DISTRICT OF COLUMBIA,20001,ANGUILLA,Systems Analyst,$51106.00,,Year,Systems Analyst,51106,Level I,15-1051.00,Computer Systems Analysts,PERM
A-05202-15888,Atlanta Processing Center,Certified,8/1/2005 0:00:00,9/12/2005 13:35:31,SQUANTUM DONUTS INC. D/B/A DUNKIN DONUTS,1213 ADAMS STREET,SUITE 2,BOSTON,MASSACHUSETTS,02124,ARGENTINA,Baker,$12.13,,Hour,Baker,12.13,Level II,51-3011.00,Bakers,PERM
A-05202-15889,Atlanta Processing Center,Certified,8/4/2005 0:00:00,9/8/2005 15:31:02,CONNECTICUT COMPUTER CONSULTING COMPANY,93 CUTLER RD,,GREENWICH,CONNECTICUT,06831,UZBEKISTAN,Software Developer,$80413.00,,Year,"Computer Software Engineers, Applications",80413,Level III,15-1031.00,"Computer Software Engineers, Applications",PERM
A-05202-15894,Atlanta Processing Center,Denied,7/25/2005 0:00:00,,ONE OF A KIND LANDSCAPES & HOME REMODELING,445 GRAFTON DR,,YORKTOWN,VIRGINIA,23692,POLAND,Landscapes Worker,$8.00,,Hour,Landscapes Worker,7.23,Level I,37-3011.00,Landscaping and Groundskeeping Workers,PERM
A-05202-15895,Atlanta Processing Center,Certified,7/21/2005 0:00:00,7/25/2005 9:46:25,CUMBERLAND THERAPY SERVICES INC,4130 QUAKERBRIDGE ROAD,,LAWRENCEVILLE,NEW JERSEY,08648,TAIWAN,Occupational Therapist,$52000.00,,Year,Occupational Therapist,51126,Level II,29-1122.00,Occupational Therapists,PERM
A-05202-15897,Atlanta Processing Center,Certified,7/22/2005 0:00:00,9/12/2005 13:36:13,WAVECREST LABORATORIES LLC,45600 TERMINAL DRIVE,,DULLES,VIRGINIA,20166,CHINA,Systems Optimization Engineer,$82000.00,$82000.00,Year,Electronics Engineer,69742,Level II,17-2072.00,"Electronics Engineers, Except Computer",PERM
A-05202-15899,Atlanta Processing Center,Certified,7/29/2005 0:00:00,9/20/2005 10:47:11,"TYRE TYME, INC.",17707 NW MIAMI CT,BAY #J,MIAMI,FLORIDA,33169,TRINIDAD AND TOBAGO,Tire Service Supervisor,$21.48,,Hour,Tire Service Supervisor,21.48,Level II,49-1011.00,"First-Line Supervisors/Managers of Mechanics, Inst",PERM
A-05202-15900,Atlanta Processing Center,Certified,7/21/2005 0:00:00,9/12/2005 13:36:45,"J & J MARBLE DUSTING, INC.",1724A COUNTY ROAD 39,,SOUTHAMPTON,NEW YORK,11968,POLAND,BRICKLAYER,$25.76,,Hour,BRICKLAYER,25.76,Level III,47-2021.00,Brickmasons and Blockmasons,PERM
A-05202-15918,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,PPD DEVELOPMENT,3151 S. 17TH STREET,,WILMINGTON,NORTH CAROLINA,28412,CHINA,Biostatistician,$69075.00,,Year,Statisticians,43222,Level I,15-2041.00,Statisticians,PERM
A-05202-15921,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,SIERRA INTERNAIONAL,12707 US 19 NORTH,,CLEARWATER,FLORIDA,33764,COLOMBIA,RUBBER PROCESSOR,$8.04,$8.50,Hour,RUBBER PROCESSOR,8.04,,43-4151.00,Order Clerks,PERM
A-05202-15927,Atlanta Processing Center,Certified,7/25/2005 0:00:00,9/20/2005 10:59:56,UNIVERSITY OF KENTUCKY,101 MAIN BUILDING,,LEXINGTON,KENTUCKY,40506-0032,INDIA,Anesthesiology Instructor,$175000.00,,Year,Anesthesiology Instructor,173722,Level II,29-1061.00,Anesthesiologists,PERM
A-05202-15933,Atlanta Processing Center,Certified,7/25/2005 0:00:00,9/12/2005 13:37:11,"JMGE WALL AND FINISH, INC.",7 BRIDGE ST,SUITE #2,BILLERICA,MASSACHUSETTS,01821,CANADA,Drywall Applicator,$25.00,,Hour,Drywall Applicator,19.97,Level II,47-2081.01,Ceiling Tile Installers,PERM
A-05202-15935,Atlanta Processing Center,Certified,7/28/2005 0:00:00,8/11/2005 17:31:23,FLACO RESTAURANT INC. DBA MESON OLE REST,2212 NORTH TAMIAMI TRAIL,,NAPLES,FLORIDA,33962,COLOMBIA,"Head cook, Colombian specialty",$19.32,,Hour,"Head cook, Colombian specialty",19.32,Level II,35-1011.00,Chefs and Head Cooks,PERM
A-05202-15943,Atlanta Processing Center,Certified,7/21/2005 0:00:00,8/25/2005 12:19:58,PRUDENT SOLUTIONS LLC,719 TAMARACK WAY SUITE 2C,,HERNDON,VIRGINIA,20170,YUGOSLAVIA,Configuration Manager,$88130.00,,Year,Configuration Manager,88130,Level IV,15-1031.00,"Computer Software Engineers, Applications",PERM
A-05202-15944,Atlanta Processing Center,Denied,7/21/2005 0:00:00,,PCM PRODUCTIONS,143 RIVERWOOD DR.,,FRANKLIN,TENNESSEE,37069,SOUTH KOREA,Production Coordinator/Recording Engineer,$41.00,$50.00,Hour,Recording Engineer,42390,Level IV,27-4014.00,Sound Engineering Technicians,PERM
A-05202-15947,Atlanta Processing Center,Denied,7/29/2005 0:00:00,,ST. BONAVENTURE CATHOLIC CHURCH,1301 SW 136TH AVENUE,,PLANTATION,FLORIDA,33325,TRINIDAD AND TOBAGO,Kindergarten Teacher,$30200.40,,Year,Kindergarten Teacher,30200,Level I,25-2012.00,"Kindergarten Teachers, Except Special Education",PERM
A-05202-15953,Atlanta Processing Center,Certified,8/15/2005 0:00:00,9/30/2005 8:37:39,"VALUEMOMENTUM, INC.",3001 HADLEY ROAD,UNIT#8,SOUTH PLAINFIELD,NEW JERSEY,07080,INDIA,Project Manager,$90000.00,,Year,Project Manager,42.64,Level I,11-3021.00,Computer and Information Systems Managers,PERM
A-05202-15960,Atlanta Processing Center,Certified,7/21/2005 0:00:00,8/25/2005 12:19:19,WEBILENT TECHNOLOGY INC.,"259 A MAIN ST, SUITE#5",,NASHUA,NEW HAMPSHIRE,03060,INDIA,Senior Java Software Engineer,$42.71,,Hour,Computer Software Engineer-Applicatio,42.71,Level IV,15-1031.00,"Computer Software Engineers, Applications",PERM
